bin_id,var_x,var_y,cov_xy
149,235386552.45091856,132281506.31440772,-62345001.10393699
150,249648844.9817722,123475554.8116844,-59760784.93348018
151,219239763.39595532,147479178.21216545,-66731785.543476924
152,255782593.50309527,137346989.8173462,-55375203.420001745
153,245438149.40853244,148135477.430446,-74671807.91949242
154,232235901.6037385,143876966.52465025,-59127079.12516496
155,253084464.2321036,154077023.3487338,-61294878.86590423
156,248538255.45147514,150848533.8416236,-71945673.93795913
157,248237248.53146917,147054504.87573358,-61982266.69012559
158,255861544.9490303,160492186.92016053,-64168937.30826086
159,248514469.2467675,143049475.99587923,-62033665.704057634
160,263079924.60593137,159262691.22399798,-63952527.30315971
161,259929796.19352755,159444678.1194971,-82707564.99669228
162,260720642.05287933,145124955.39954156,-63420241.89473227
163,263192297.73023584,165785879.05789876,-67612024.15039752
164,269782712.048576,156255288.25319695,-74603925.86071055
165,274828898.49298257,147652775.86418527,-53390952.155380026
166,281874520.45532787,156134761.32847986,-67017307.56910117
167,265185293.17389983,146106272.18848273,-50335509.79067781
168,263935783.37865296,169113283.29930624,-68035074.04193096
169,273331956.1886705,155472917.63394284,-60454161.36621755
170,302386332.25645155,139557270.59221584,-65906960.98511477
171,274400328.11985785,157601436.8337577,-55559817.82307868
172,299418024.1078067,160147860.20091692,-80725399.0166757
173,277810856.2207143,170555793.35265455,-61029333.29974466
174,272841898.8101775,154186595.93338054,-62920018.93291358
175,298499001.3745876,156408397.82464483,-67249904.21826378
176,285896086.37236536,163230883.93882582,-52977818.16386588
177,312269069.2898089,148385699.60746935,-62241864.02651035
178,281149606.1139187,170653436.71512443,-52273843.49898437
179,305885463.2119977,172869718.6219195,-67518571.19397138
180,320567121.36138976,155871319.70412546,-59267615.49222896
181,299880803.25078064,159940224.38448018,-48711782.77516195
182,287389027.6934673,174516239.65011725,-64141746.04692744
183,319198894.65911186,150451595.78990364,-58395321.19895788
184,303554361.6636516,169949790.7144996,-53945188.51278961
185,317789223.1521568,149020935.6089802,-56306552.72096753
186,329973087.45690507,161909603.46674576,-67067590.46508108
187,324004037.9683626,156143644.7438347,-58711201.46734922
188,318714936.49877596,151363089.3575784,-43596266.87971996
189,329471838.73635745,166063639.26765516,-58098637.81944163
190,337025763.913283,176496221.04681224,-56435586.8398036
191,354103105.0960177,158183444.4030905,-56586771.42431763
192,338877137.39900964,150690863.65243798,-47824753.76556919
193,328268503.9096866,154917053.16830862,-36738574.29726737
194,339478493.5509473,151191101.03278062,-57695926.211266406
195,324674319.5836507,160649437.24087322,-29689036.690113362
196,351262243.8927693,153185806.40675834,-64209281.82021832
197,352171615.7909461,148606187.06491327,-35573929.64877911
198,326622397.3600194,180200087.9792151,-60529921.39863975
199,339552352.83761156,147998586.5767906,-46260329.18150089
200,358458995.04438955,162228825.90926364,-39057315.28517705
